	dims=200 task=age kernel=rbf gamma=0.0001 C=0.0001	dims=200 task=age kernel=rbf gamma=0.0001 C=0.001	dims=200 task=age kernel=rbf gamma=0.0001 C=1	dims=200 task=age kernel=rbf gamma=0.0001 C=1000.0	dims=200 task=age kernel=rbf gamma=0.0001 C=10000.0	dims=200 task=age kernel=rbf gamma=0.0001 C=100000.0	dims=200 task=age kernel=rbf gamma=0.0001 C=1e-05	dims=200 task=age kernel=rbf gamma=0.001 C=0.0001	dims=200 task=age kernel=rbf gamma=0.001 C=0.001	dims=200 task=age kernel=rbf gamma=0.001 C=1	dims=200 task=age kernel=rbf gamma=0.001 C=1000.0	dims=200 task=age kernel=rbf gamma=0.001 C=10000.0	dims=200 task=age kernel=rbf gamma=0.001 C=100000.0	dims=200 task=age kernel=rbf gamma=0.001 C=1e-05	dims=200 task=age kernel=rbf gamma=1 C=0.0001	dims=200 task=age kernel=rbf gamma=1 C=0.001	dims=200 task=age kernel=rbf gamma=1 C=1	dims=200 task=age kernel=rbf gamma=1 C=1000.0	dims=200 task=age kernel=rbf gamma=1 C=10000.0	dims=200 task=age kernel=rbf gamma=1 C=100000.0	dims=200 task=age kernel=rbf gamma=1 C=1e-05	dims=200 task=age kernel=rbf gamma=1000.0 C=0.0001	dims=200 task=age kernel=rbf gamma=1000.0 C=0.001	dims=200 task=age kernel=rbf gamma=1000.0 C=1	dims=200 task=age kernel=rbf gamma=1000.0 C=1000.0	dims=200 task=age kernel=rbf gamma=1000.0 C=10000.0	dims=200 task=age kernel=rbf gamma=1000.0 C=100000.0	dims=200 task=age kernel=rbf gamma=1000.0 C=1e-05	dims=200 task=age kernel=rbf gamma=10000.0 C=0.0001	dims=200 task=age kernel=rbf gamma=10000.0 C=0.001	dims=200 task=age kernel=rbf gamma=10000.0 C=1	dims=200 task=age kernel=rbf gamma=10000.0 C=1000.0	dims=200 task=age kernel=rbf gamma=10000.0 C=10000.0	dims=200 task=age kernel=rbf gamma=10000.0 C=100000.0	dims=200 task=age kernel=rbf gamma=10000.0 C=1e-05	dims=200 task=age kernel=rbf gamma=100000.0 C=0.0001	dims=200 task=age kernel=rbf gamma=100000.0 C=0.001	dims=200 task=age kernel=rbf gamma=100000.0 C=1	dims=200 task=age kernel=rbf gamma=100000.0 C=1000.0	dims=200 task=age kernel=rbf gamma=100000.0 C=10000.0	dims=200 task=age kernel=rbf gamma=100000.0 C=100000.0	dims=200 task=age kernel=rbf gamma=100000.0 C=1e-05	dims=200 task=age kernel=rbf gamma=1e-05 C=0.0001	dims=200 task=age kernel=rbf gamma=1e-05 C=0.001	dims=200 task=age kernel=rbf gamma=1e-05 C=1	dims=200 task=age kernel=rbf gamma=1e-05 C=1000.0	dims=200 task=age kernel=rbf gamma=1e-05 C=10000.0	dims=200 task=age kernel=rbf gamma=1e-05 C=100000.0	dims=200 task=age kernel=rbf gamma=1e-05 C=1e-05
dims=200 task=age kernel=rbf gamma=1 C=0.0001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1 C=0.001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1 C=1						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1 C=1000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231			0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=1 C=10000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231			0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=1 C=100000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231			0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231		0.0257480808211	0.0257480808211	0.0257480808211	0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=1 C=1e-05						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1000.0 C=0.0001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1000.0 C=0.001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1000.0 C=1	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231			0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=1000.0 C=1000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0191099222068	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0126111440993	0.0211339281292	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231			0.0257480808211	0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=1000.0 C=10000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0191099222068	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0126111440993	0.0211339281292	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231			0.0257480808211	0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=1000.0 C=100000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0191099222068	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0126111440993	0.0211339281292	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231			0.0257480808211	0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=1000.0 C=1e-05						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=10000.0 C=0.0001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=10000.0 C=0.001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=10000.0 C=1	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632		0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632			0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632				0.000285118083632	0.000285118083632	0.000285118083632					0.000285118083632	0.000285118083632	0.000285118083632					0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632	0.000285118083632
dims=200 task=age kernel=rbf gamma=10000.0 C=1000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0451545696243		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=10000.0 C=10000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0451545696243		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=10000.0 C=100000.0	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.0451545696243		0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231
dims=200 task=age kernel=rbf gamma=10000.0 C=1e-05						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=100000.0 C=0.0001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=100000.0 C=0.001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=100000.0 C=1						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=100000.0 C=1000.0						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=100000.0 C=10000.0						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=100000.0 C=100000.0						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=100000.0 C=1e-05						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1e-05 C=0.0001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1e-05 C=0.001						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1e-05 C=1						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1e-05 C=1000.0						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1e-05 C=10000.0						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1e-05 C=100000.0						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
dims=200 task=age kernel=rbf gamma=1e-05 C=1e-05						0.000285118083632						0.000285118083632	0.000157052284231					0.000157052284231	0.000157052284231	0.000157052284231				0.000157052284231	0.000157052284231	0.000157052284231	0.000157052284231				0.000285118083632	0.000157052284231	0.000157052284231	0.000157052284231															
